LearningArea,Subject,Pathway,Sequence,Level,Strand,Substrand,CdCode,ContentDesc,CCP
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLCLU008,"Understand concepts of accidence and syntax used in simple and compound sentences in Classical Greek, including parts of speech, case, gender, number, person, declension and conjugation, agreement and tense, mood, voice, participles and infinitives[Key concepts: grammatical system, case, conjugation; Key processes: identifying, recognising]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLCLU009,"Acquire and build vocabulary by using roots, derivatives and word lists, and use dictionaries to select appropriate meanings of Classical Greek words[Key concepts: vocabulary, meaning; Key processes: exploring, selecting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Systems of language,ACLCLU010,"Identify the structure and features of a range of texts in Classical Greek, such as narratives and short plays[Key concepts: text structure, purpose; Key processes: identifying, explaining and comparing]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,The powerful influence of language and culture,ACLCLU011,"Understand that Greek spread with the expansion of the ancient Greek world, and developed over time, influencing English and other languages[Key concepts: linguistic evolution, time (the past in the present), interconnection across concepts, influence; Key processes: comparing, analysing, applying]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,The powerful influence of language and culture,ACLCLU012,"Examine the enduring influence of ancient Greek culture on the modern world, by discussing the ancient origins of modern values, pursuits, citizenship, literature, the arts and architecture[Key concepts: aesthetics, time (the past in the present), modernity; Key processes: connecting, explaining and comparing]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Role of language and culture,ACLCLU013,"Recognise that the language of the ancient Greeks provides insights into their daily lives, ideas, feelings and attitudes[Key concepts: language, culture, interdependence; Key processes: connecting, conceptualising, explaining]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Reflecting,ACLCLU014,"Reflect on own and others’ reactions to and assumptions about the language and culture of ancient Greek society, considering similarities and differences to own language and culture[Key concepts: identity, interconnection across concepts; Key processes: comparing, connecting, empathising, reflecting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 7 and 8,Understanding,Reflecting,ACLCLU015,"Reflect on self as a language learner, considering how learning Classical Greek influences ways of learning and enhances understanding of own heritage, values and culture[Key concepts: identity, interconnection across concepts, influence; Key processes: connecting, reflecting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Engaging with texts,Accessing the ancient Greek world through Classical Greek texts,ACLCLE016,"Read, analyse and interpret Classical Greek texts, using vocabulary, grammar and textual cues, to engage with the ancient Greek world[Key concepts: language, culture, meaning, experience; Key processes: reading, analysing, connecting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Engaging with texts,Accessing the ancient Greek world through Classical Greek texts,ACLCLE017,"Convey interpretations of information and ideas about ancient Greek society and culture, in oral, written and digital forms, using Classical Greek as appropriate[Key concepts: information, culture; Key processes: interpreting, explaining, presenting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Engaging with texts,Responding to texts,ACLCLE018,"Respond to Classical Greek texts by analysing themes, values and literary features, such as plot development and characterisation, and sharing and justifying opinions[Key concepts: morality, characterisation, theme; Key processes: responding, analysing, discussing, explaining]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Engaging with texts,Responding to texts,ACLCLE019,"Read aloud, recite or perform Classical Greek texts to entertain others, using strategies such as phrasing and voice inflection to convey meaning and emotion[Key concepts: performance, expression, emotion; Key processes: reading, presenting]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Engaging with texts,Translating,ACLCLE020,"Translate a range of texts that incorporate complex sentence structures and extensive vocabulary from Classical Greek into Standard English, representing the style and purpose of the texts[Key concepts: equivalence, meaning; Key processes: analysing, translating]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Engaging with texts,Translating,ACLCLE021,"Evaluate different translations and interpretations of Classical Greek texts, using metalanguage to discuss their effectiveness, and develop strategies for successful translations[Key concepts: translation; Key processes: evaluating, explaining and comparing, intertextualising]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Systems of language,ACLCLU022,"Understand and apply the principles of pronunciation for the reading of Classical Greek texts[Key concepts: sound system, fluency; Key processes: reading, applying]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Systems of language,ACLCLU023,"Understand concepts of accidence and syntax used in complex sentences in Classical Greek, including subordinate clauses, pronoun forms, mood, voice, and conventions of complex sentence structure[Key concepts: grammatical system, case, conjugation, mood, voice; Key processes: identifying, explaining]",
Languages,Framework for Classical Languages,Classical Greek,Years 7–10 (Year 7 Entry) Sequence,Years 9 and 10,Understanding,Systems of language,ACLCLU024,"Expand vocabulary by using a range of strategies, including knowledge of roots, cognates and derivatives, and use dictionaries to determine the meaning of unfamiliar vocabulary in specific contexts[Key concepts: vocabulary, connections; Key processes: analysing, interpreting, applying]",
